,A01_02_1FE,A02_01_1FE,A03_01_1FE,A04_01_1FE,A04_04_1FE,A05_01_1FE,A06_01_1FE,A07_01_1FE,A08_01_1FE,A09_01_1FE,A10_01_1FE,A10_02_1FE,A11_01_1FE,A13_01_1FE,A13_03_1FE,A14_01_1FE,A15_02_1FE,A19_01_1FE,A19_03_1FE,A20_01_1FE,A20_03_1FE,A22_01_1FE,A23_01_1FE,A24_02_1FE,A24_04_1FE,A25_01_1FE,A27_02_1FE,A28_02_1FE,A29_01_1FE,A32_01_1FE,A34_01_1FE,A34_02_1FE,A35_01_1FE,A36_01_1FE,A36_02_1FE,A39_01_1FE,A39_02_1FE,A39_04_1FE,A40_02_1FE,A41_01_1FE,A42_02_1FE,A43_02_1FE,A44_01_1FE,A45_02_1FE,A46_01_1FE,A46_02_1FE,A47_01_1FE,A47_02_1FE,A48_01_1FE,A48_05_1FE,A49_01_1FE,A53_01_1FE,A54_02_1FE,A55_01_1FE,A55_02_1FE,A56_01_1FE,A58_01_1FE,A58_03_1FE,A59_01_1FE,A62_01_1FE,A62_03_1FE,A66_02_1FE,A67_01_1FE,A68_01_1FE,A69_01_1FE,A69_02_1FE,A70_01_1FE,A70_03_1FE,A72_01_1FE,A72_02_1FE,A73_01_1FE,A75_02_1FE,A79_02_1FE,A81_01_1FE,A81_03_1FE,A82_02_1FE,A83_02_1FE,A85_01_1FE,A88_02_1FE,A89_01_1FE,A89_02_1FE,A90_03_1FE,A90_04_1FE,A91_01_1FE,A91_02_1FE,A92_01_1FE,A93_01_1FE,A94_01_1FE,A94_02_1FE,A94_03_1FE,A95_01_1FE,V01_01_1FE,V06_02_1FE,V07_01_2FE,V07_02_2FE,V12_01_2FE,V18_02_1FE,V19_01_2FE,V19_02_2FE,V30_01_1FE,V31_01_2FE,V32_02_2FE,V36_02_2FE,V40_01_1FE,V48_03_2FE,V50_01_1FE,V50_01_2FE,V50_02_1FE,V53_02_1FE,V54_01_1FE
A01_02_1FE__bin.20_00053,2,0,0,1,69,0,0,88,1,0,0,0,0,0,134,5,1091,0,0,0,62,101,0,0,1,115,0,33,0,294,115,0,5,0,37,0,0,0,0,135,0,0,1,0,6,5,0,1,0,0,1,33,52,0,11,207,0,0,1,0,0,0,0,0,3,483,53,0,2,4,0,97,1,1,61,0,1,53,0,5,269,205,1369,0,158,1,0,1,0,0,162,0,0,2,0,482,2,85,75,14,11,0,0,198,2,0,0,106,0,95
A01_02_1FE__bin.20_00054,5,0,0,6,69,1,0,128,4,2,0,3,0,0,138,9,1626,0,0,2,120,148,0,2,5,266,1,71,0,424,197,0,5,1,36,0,4,0,0,128,0,0,5,3,32,2,1,7,3,0,3,36,31,1,6,300,0,0,3,0,0,3,3,3,3,739,134,0,3,4,0,140,4,2,94,0,8,112,1,0,519,245,2220,0,229,1,0,3,0,0,250,0,0,3,1,795,1,144,70,12,26,0,0,307,2,0,0,246,7,162
A01_02_1FE__bin.20_00055,2,0,0,4,73,0,0,43,3,0,0,0,0,0,112,0,1246,0,0,0,47,87,0,0,0,233,0,19,0,310,145,0,0,1,68,0,0,0,0,75,0,0,0,0,7,2,0,0,0,0,0,19,1,0,1,266,0,0,1,0,0,0,0,0,2,511,87,0,1,0,0,96,0,0,5,0,2,47,0,0,354,191,1542,0,144,0,0,0,0,0,202,0,0,0,0,524,1,146,28,1,1,0,0,236,0,0,0,171,0,65
A01_02_1FE__bin.20_00058,1,0,0,3,0,0,0,22,1,0,0,0,0,0,41,2,198,0,0,1,28,51,0,1,0,110,0,0,2,152,19,0,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,1,0,104,0,0,0,0,2,0,1,0,0,40,2,0,1,0,0,14,0,1,22,0,2,14,0,0,116,97,550,0,84,0,0,3,0,1,15,0,0,0,0,297,0,45,17,0,0,0,0,105,0,0,0,61,0,43
A01_02_1FE__bin.20_00059,0,0,0,0,4,0,0,50,0,2,0,0,0,0,31,0,42,0,0,0,95,153,1,1,0,231,0,0,1,406,0,0,2,0,71,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,24,12,0,0,271,0,0,1,0,1,0,0,0,0,0,115,0,0,0,0,110,0,0,77,0,0,6,0,10,365,230,1747,1,180,0,0,1,0,0,121,0,0,0,0,651,1,136,101,2,0,0,0,228,0,0,0,178,0,75
A01_02_1FE__bin.20_00060,1,0,0,0,7,0,0,48,0,0,0,0,0,0,66,1,426,0,0,0,99,107,0,0,0,144,0,3,0,218,76,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,18,0,0,156,0,0,0,0,0,0,1,0,0,184,80,0,0,1,0,43,0,2,74,0,0,32,0,1,301,261,1354,0,133,0,0,0,0,0,98,0,0,0,0,656,2,93,23,2,0,0,0,179,1,0,0,244,0,21
A01_02_1FE__bin.20_00061,7,0,0,0,25,0,0,125,4,0,0,4,0,1,103,0,1564,0,2,0,114,160,0,1,1,249,1,57,2,527,190,0,3,0,60,0,3,1,7,0,0,0,2,1,6,4,2,7,2,0,7,41,20,0,5,310,0,0,2,0,0,0,3,0,15,575,113,0,3,3,0,72,2,0,89,0,4,105,0,0,504,292,2340,1,206,0,0,1,0,0,103,1,0,0,0,744,1,166,61,4,8,0,0,265,5,0,0,224,1,35
A01_02_1FE__bin.20_00062,0,0,0,0,6,0,0,25,0,0,0,0,0,0,17,0,330,0,0,0,34,34,0,0,0,70,0,1,0,119,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,56,0,0,0,0,0,0,0,0,0,69,23,0,0,0,0,20,0,0,21,0,0,32,0,0,129,68,504,0,55,0,0,1,0,0,41,0,0,0,0,198,0,29,20,0,0,0,0,67,0,0,0,52,0,19
A01_02_1FE__bin.20_00063,3,0,0,6,27,3,0,553,6,0,0,1,0,0,511,13,6382,0,4,6,537,712,0,5,1,1275,3,308,0,1940,1037,0,21,1,170,0,3,0,0,557,2,0,3,1,57,33,1,15,1,1,1,346,43,1,0,1355,0,0,1,4,0,2,0,2,3,3285,539,3,7,1,0,722,3,2,453,0,4,581,1,51,2324,1216,10281,0,1063,2,4,2,0,0,566,1,0,1,0,3828,5,634,414,5,15,0,0,1277,1,0,0,787,2,401
A01_02_1FE__bin.20_00064,0,0,0,0,19,0,0,85,0,0,1,0,0,0,65,1,1055,0,0,0,112,121,0,0,0,189,0,71,0,298,194,0,2,0,21,0,0,0,0,112,0,0,1,0,4,0,0,7,0,0,1,24,2,0,1,236,0,0,0,0,1,1,0,0,0,576,85,0,2,0,0,127,0,0,56,0,0,79,0,0,350,210,1753,0,193,0,0,0,0,0,121,0,0,0,0,676,0,116,77,1,4,0,0,219,0,0,0,120,0,62
A01_02_1FE__bin.20_00065,0,0,1,0,13,0,0,128,0,2,0,1,0,0,125,2,2436,0,0,0,179,280,0,0,0,497,0,117,2,611,423,0,4,1,39,0,2,0,1,245,0,0,0,1,19,2,1,2,0,0,1,64,13,1,0,547,0,0,1,0,0,2,3,0,2,1330,226,1,4,0,0,262,0,0,170,0,0,227,0,0,1158,470,4268,0,326,0,1,1,0,0,260,0,0,0,0,1386,1,227,166,1,1,0,0,393,3,1,0,394,2,112
A01_02_1FE__bin.20_00066,0,0,0,0,23,1,0,184,1,0,0,0,0,0,71,0,2505,0,0,0,207,286,0,0,0,562,0,140,0,915,455,0,2,1,52,0,0,0,0,196,0,0,0,0,4,3,0,0,0,0,3,78,26,0,0,617,0,0,0,0,0,1,0,1,0,1286,248,0,3,0,0,235,0,0,195,0,1,286,0,2,1094,404,4871,0,357,0,0,0,0,0,361,0,0,0,0,1381,1,290,180,0,1,0,0,563,0,0,0,436,0,147
A01_02_1FE__bin.20_00068,4,0,0,0,54,0,0,0,0,0,0,0,0,1,0,0,3164,0,0,0,174,0,0,0,0,551,0,0,0,588,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,1,0,0,107,7,2,163,0,0,0,0,20,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,7,0,0,282,0,0
A01_02_1FE__bin.20_00069,0,0,0,0,136,0,2,0,0,0,0,0,0,2,0,0,3856,0,0,0,229,0,0,0,0,681,0,0,0,1149,0,0,0,0,117,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,0,0,881,0,0,1,0,0,0,2,0,1,0,282,0,1,0,0,126,2,0,259,0,0,0,0,1,1331,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,1,420,0,0
A01_02_1FE__bin.20_00074,2,0,0,10,83,1,0,303,0,0,0,0,0,2,331,0,4373,0,0,1,323,436,0,1,2,686,1,196,1,1193,486,0,2,0,248,8,0,1,0,343,0,0,1,1,15,2,0,22,1,0,1,82,69,2,0,821,0,0,1,2,2,1,3,14,29,1720,386,0,2,0,0,355,1,1,297,0,6,327,0,9,1198,720,5732,0,490,0,0,3,135,25,397,0,3,0,0,1801,0,392,252,21,33,1,0,789,2,0,0,554,1,210
A01_02_1FE__bin.20_00075,8,0,0,7,86,1,0,207,6,2,0,4,0,1,320,7,3579,0,0,5,292,459,0,3,5,614,5,231,0,977,555,0,15,3,172,0,1,1,0,316,0,0,1,2,14,5,1,10,1,2,7,96,73,0,1,694,0,0,5,4,2,3,14,1,3,1855,312,2,6,2,0,400,2,1,361,1,6,354,0,10,1075,680,4933,0,506,0,0,9,2,1,366,1,0,0,0,2114,5,387,190,9,15,0,0,732,4,0,0,456,6,222
A01_02_1FE__bin.20_00076,7,0,0,11,156,0,0,330,9,1,1,1,0,2,447,21,4901,0,2,3,371,500,0,8,3,837,7,255,1,1413,622,0,12,3,269,0,0,0,0,494,1,0,0,13,52,42,1,9,1,3,5,283,154,1,6,935,1,0,5,2,1,4,5,1,4,2361,372,2,10,2,0,504,5,4,381,0,2,423,2,7,1631,1019,7308,1,624,1,0,2,1,1,430,1,0,0,0,2343,3,416,310,30,26,0,0,1055,3,0,0,654,3,277
A01_02_1FE__bin.20_00078,2,0,0,1,56,1,0,154,0,0,0,0,0,0,238,0,2216,0,0,3,165,261,0,3,3,414,0,122,0,699,308,0,2,1,140,0,0,0,0,221,0,0,2,0,0,1,0,1,1,0,1,91,41,0,1,430,0,0,3,0,3,0,2,1,0,1146,212,0,0,1,1,206,2,0,184,0,0,144,1,0,868,464,3085,1,309,0,0,1,1,0,160,0,0,0,0,1085,1,241,117,7,27,0,0,506,0,0,1,316,0,182
A01_02_1FE__bin.20_00079,0,0,0,0,68,1,0,27,2,0,0,0,0,0,222,0,1571,0,0,3,137,107,0,0,0,254,2,46,0,383,193,0,0,0,95,0,0,0,0,171,0,0,0,1,0,0,0,2,0,0,0,1,6,0,0,253,0,0,0,0,0,0,1,0,0,628,82,0,0,0,0,64,1,0,76,0,1,71,0,0,412,277,1345,0,207,0,0,2,0,0,104,2,0,0,0,637,0,165,29,0,1,0,0,293,0,0,0,214,0,78
A01_02_1FE__bin.20_00080,4,0,0,9,57,0,0,133,5,0,1,3,2,1,360,11,3059,0,0,3,307,192,0,2,2,450,3,166,2,648,382,0,2,2,187,0,1,1,5,288,0,0,1,8,7,8,1,5,2,1,5,55,33,6,1,380,0,0,1,4,0,4,2,0,3,1291,236,5,4,4,11,201,8,3,180,0,4,156,2,0,854,480,3205,2,329,2,0,4,40,0,130,2,0,5,0,1253,1,269,159,3,14,0,2,565,4,0,0,420,2,190
A01_02_1FE__bin.20_00081,10,0,0,4,59,0,0,134,8,2,0,1,0,0,194,3,1882,0,1,0,157,166,1,5,4,302,1,42,2,511,217,0,0,1,102,1,2,2,23,131,1,0,1,4,5,9,0,4,2,0,52,97,15,31,3,378,0,0,4,0,0,2,2,1,29,861,166,4,0,2,2,208,5,2,96,0,5,143,2,0,626,421,2495,1,235,1,0,1,0,0,126,10,1,1,0,765,3,163,88,8,4,0,5,372,2,0,1,249,7,75
A01_02_1FE__bin.20_00083,2,0,1,8,43,3,0,478,7,5,0,0,0,0,643,0,6236,0,1,3,586,746,0,3,0,1124,2,479,0,1637,1070,0,23,1,357,1,1,1,0,642,2,0,1,1,25,17,1,11,2,0,10,279,109,0,3,1285,0,0,3,3,2,11,7,5,7,3173,618,1,11,2,2,828,2,2,484,0,5,586,4,33,2530,1225,9354,1,848,1,0,1,0,1,593,0,0,0,0,3530,6,649,309,21,40,0,1,1323,13,0,0,997,3,376
A01_02_1FE__bin.20_00084,0,0,0,3,21,1,0,172,4,0,0,3,0,1,194,0,2930,0,0,2,216,275,0,2,0,499,0,97,0,830,367,0,1,1,161,0,1,1,0,202,0,0,1,2,0,4,0,1,0,0,4,71,40,0,3,647,0,0,0,1,0,0,3,0,0,1287,201,0,5,2,0,198,0,1,168,0,7,230,0,0,1008,615,4468,0,340,0,0,1,1,0,202,0,0,1,0,1149,2,258,135,3,12,0,0,511,1,0,0,417,3,147
A01_02_1FE__bin.20_00086,1,0,0,0,0,0,0,40,2,0,0,0,0,0,28,0,1587,0,0,0,118,191,0,0,2,362,0,78,1,457,249,0,3,0,20,0,1,0,0,102,0,0,0,3,4,0,0,3,0,0,1,36,11,0,1,383,0,0,0,0,2,0,2,0,1,733,121,0,4,1,0,150,2,1,59,0,1,103,0,0,571,340,2574,0,218,0,1,2,1,0,163,0,0,0,0,835,0,167,50,6,0,0,0,326,0,0,0,208,0,72
A01_02_1FE__bin.20_00087,1,0,0,0,3,1,0,111,3,0,0,1,0,1,103,1,1940,0,0,0,165,215,0,1,1,426,0,73,0,599,212,0,2,0,19,0,0,0,0,137,0,0,2,0,0,19,2,0,0,0,0,79,20,0,4,468,0,0,1,0,0,0,4,1,1,594,127,0,2,0,0,229,0,0,127,0,3,117,1,0,782,398,2066,0,278,0,0,2,0,0,222,0,0,0,0,655,1,187,164,1,1,0,0,372,1,0,0,341,0,147
A01_02_1FE__bin.20_00088,1,0,0,0,12,0,0,65,1,1,0,0,0,0,54,0,1669,0,0,0,86,190,0,0,1,295,0,0,0,413,0,0,0,0,26,0,0,0,0,135,0,0,0,0,1,0,0,1,0,0,2,62,6,1,0,416,0,0,0,0,0,0,0,0,1,0,110,0,2,0,0,141,0,0,77,0,0,140,0,2,625,301,1452,0,268,1,0,0,0,0,203,0,0,0,0,15,1,123,77,0,2,0,0,314,0,0,0,215,2,86
A01_02_1FE__bin.20_00090,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,53,0,0,0,4,4,0,0,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,17,9,101,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,12,0,0,0,4,0,1
A01_02_1FE__bin.20_00091,0,0,0,0,12,0,0,11,0,0,0,0,1,0,67,1,1760,0,0,0,118,181,0,0,1,327,7,77,0,346,289,1,0,0,20,0,0,0,0,119,0,0,2,0,0,1,0,1,0,0,0,2,16,0,1,400,0,0,0,2,0,1,0,0,1,796,69,0,3,2,0,157,2,0,59,0,2,129,0,0,579,306,3032,0,226,0,0,0,0,0,130,0,0,0,0,798,0,132,70,0,0,0,0,293,1,1,0,213,0,92
A01_02_1FE__bin.20_00092,4,0,0,0,44,2,0,115,3,0,0,1,0,1,245,1,3666,0,1,2,236,413,0,0,0,666,3,148,0,747,556,0,0,1,146,0,0,0,0,303,0,0,2,7,11,3,0,4,1,0,3,25,12,16,0,599,0,0,2,1,3,3,0,1,1,1517,259,0,5,2,1,452,1,0,242,0,2,307,0,8,1199,649,5701,0,454,0,0,2,0,1,371,1,0,1,0,1764,1,256,153,3,36,0,0,708,2,0,0,496,1,159
A01_02_1FE__bin.20_00093,4,0,0,0,1,1,0,23,0,0,0,0,0,2,26,0,352,0,0,2,38,66,0,0,1,90,0,3,0,126,63,0,0,0,3,0,0,0,0,43,0,0,0,0,5,1,0,3,0,0,0,22,6,0,0,95,0,0,0,0,1,0,0,0,0,212,31,0,0,0,0,50,1,0,20,0,0,30,0,0,174,78,573,0,76,0,0,0,0,0,50,0,0,0,0,279,0,28,29,0,0,0,0,98,1,0,0,84,0,21
A01_02_1FE__bin.20_00095,1,0,0,1,27,1,0,196,2,0,0,0,0,0,140,5,3210,0,0,1,223,357,0,1,1,664,10,171,0,822,569,0,0,1,76,0,1,2,0,260,1,1,0,3,4,8,0,1,1,0,3,191,6,1,2,683,0,0,1,0,0,2,5,0,3,1492,283,1,2,1,1,374,1,2,224,0,2,300,1,32,1392,663,5881,0,396,0,0,2,1,0,264,0,0,0,0,1807,0,308,201,5,5,0,0,642,4,0,0,485,1,140
A01_02_1FE__bin.20_00096,3,0,0,0,5,0,0,58,0,0,0,0,0,0,55,0,1345,0,0,0,105,151,0,1,0,239,2,76,0,386,211,0,1,0,41,2,0,0,0,102,0,0,1,0,8,2,0,1,0,0,0,36,5,3,0,329,0,0,1,1,0,1,0,1,0,660,121,0,0,1,0,202,0,2,64,0,9,130,0,2,493,221,2379,0,199,0,0,1,29,1,141,0,0,0,0,849,0,160,100,1,0,0,0,315,0,0,0,218,2,80
A01_02_1FE__bin.20_00097,0,0,0,0,0,0,0,35,0,0,0,0,0,0,7,0,166,0,0,0,38,38,0,0,0,109,0,17,0,56,73,0,0,0,2,0,0,0,0,18,0,0,0,0,1,0,0,2,0,0,0,17,0,0,0,38,0,0,0,0,0,0,0,0,0,222,17,0,0,0,0,18,0,0,0,0,0,33,0,0,76,43,187,0,16,0,0,0,0,0,24,0,0,0,0,271,0,49,16,0,0,0,0,9,0,0,0,17,0,0
A01_02_1FE__bin.20_00098,1,0,0,4,14,0,0,214,2,0,0,0,0,0,159,0,3309,0,0,0,281,484,0,0,0,664,1,242,0,1252,675,0,1,0,104,0,0,0,0,293,0,0,0,0,9,6,0,14,0,0,4,115,15,0,1,654,0,0,1,3,2,2,0,2,2,2255,300,1,2,1,0,407,1,2,266,0,4,387,0,3,1314,751,6921,0,549,1,0,1,0,0,384,0,0,0,0,2643,4,379,260,2,13,0,0,956,0,0,0,530,0,273
A01_02_1FE__bin.20_00099,0,0,0,1,9,1,0,60,0,0,0,0,0,0,15,0,441,0,0,0,76,98,0,0,2,0,0,20,1,260,142,0,0,0,0,1,0,0,0,10,0,0,0,0,7,1,0,0,1,0,0,8,2,0,0,203,0,0,0,0,0,0,0,2,0,412,0,0,1,0,0,125,0,0,42,0,0,64,0,2,296,0,1483,0,128,0,0,0,1,0,101,0,0,0,0,490,0,85,66,1,0,0,0,191,0,0,0,115,2,39
A01_02_1FE__bin.20_00100,4,1,0,7,60,2,0,265,5,0,0,1,0,1,134,8,2778,0,0,0,218,307,0,0,3,1,0,149,0,959,467,0,7,0,7,0,0,0,0,0,0,0,1,4,31,8,0,5,1,1,0,120,45,0,7,718,0,0,0,4,1,0,2,0,0,1400,24,0,2,3,0,257,3,0,156,0,6,285,2,11,1086,68,5168,0,461,0,0,3,0,0,325,0,0,0,0,1569,2,252,199,12,0,0,0,620,0,0,0,507,0,214
A01_02_1FE__bin.20_00101,4,0,0,7,7,4,0,277,1,3,0,0,0,3,142,8,3844,0,0,5,0,0,0,1,1,0,0,0,0,1220,0,1,10,0,0,1,1,1,0,0,3,0,3,0,14,2,0,8,0,1,2,102,0,0,0,826,0,0,0,0,0,4,0,0,1,0,0,1,8,0,0,14,0,0,0,0,0,0,2,0,0,0,2,0,507,0,3,6,0,0,319,1,0,0,0,0,5,306,0,1,12,0,1,0,0,0,0,504,3,0
A01_02_1FE__bin.20_00102,4,0,0,0,10,0,0,208,5,2,0,0,0,0,84,0,2862,0,0,0,88,422,0,2,0,447,3,78,0,671,359,0,0,0,6,0,0,0,0,181,2,0,2,0,19,2,0,2,0,0,0,91,7,0,2,692,0,0,1,0,2,0,1,2,0,1181,187,0,2,1,0,149,0,1,193,0,0,218,0,0,909,540,3964,1,363,0,0,2,1,0,275,0,0,0,0,1443,0,250,176,0,3,0,0,333,0,0,0,615,2,132
A01_02_1FE__bin.20_00104,6,0,0,0,37,0,0,154,1,0,0,0,0,0,191,1,2494,0,1,1,198,311,0,0,0,523,0,152,0,608,469,0,1,0,129,0,0,1,0,202,2,0,0,1,12,0,0,0,0,0,0,18,5,0,1,578,0,0,0,0,0,4,0,1,1,1294,194,0,1,0,0,262,0,1,199,0,0,206,0,0,762,496,3329,0,333,0,0,0,0,0,258,0,0,0,0,1291,0,227,111,3,1,0,0,547,0,0,0,293,2,187
A01_02_1FE__bin.20_00105,0,0,0,0,12,3,0,119,0,2,0,0,0,0,143,1,1504,0,0,0,114,145,0,2,1,284,0,89,0,508,156,0,0,1,40,0,0,0,0,158,1,1,0,1,33,0,0,3,0,0,0,2,0,0,0,260,0,0,1,0,1,0,2,0,0,558,110,0,2,0,0,100,0,0,58,0,0,65,0,0,439,319,2160,0,161,0,0,1,0,0,180,0,0,0,0,704,1,141,51,0,6,0,0,293,1,0,0,204,0,136
A01_02_1FE__bin.20_00106,0,0,0,0,8,0,0,35,0,0,0,0,0,0,56,0,593,0,0,0,35,55,0,0,0,74,0,29,0,128,34,0,0,0,25,1,0,0,0,51,0,0,0,1,2,3,0,0,0,0,0,17,0,13,0,86,0,0,0,0,1,0,0,0,0,164,1,0,0,0,2,11,1,0,17,0,0,3,0,0,104,73,421,0,67,0,0,0,52,0,56,0,0,0,0,165,0,22,14,0,0,0,0,85,0,0,0,35,0,46
A01_02_1FE__bin.20_00107,2,0,0,1,18,0,0,353,3,2,0,0,78,1,200,7,3465,0,0,0,295,412,0,3,0,646,23,194,0,947,511,0,3,1,139,1,2,1,3,325,0,1,2,4,44,4,1,3,1,1,2,464,70,128,5,816,0,0,44,1,1,1,3,14,10,1427,286,12,6,3,41,458,1,19,286,0,1,246,0,8,1346,621,5640,1,467,6,2,41,235,38,450,2,2,0,0,1805,2,386,247,86,16,0,11,734,5,0,2,496,0,214
A01_02_1FE__bin.20_00108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,32,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10,3,22,0,1,0,0,18,0,0,0,0,0,0,0,6,3,48,1,1,0,0,0,0,0,0,17,0,0,0,0,57,0,0,3,1,4,0,2,5,0,0,0,30,8,1
A01_02_1FE__bin.20_00109,2,0,0,1,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,448,0,0,0,0,0,0,0,0,682,0,0,1,9,104,0,0,0,0,3,0,3,2,2,0,0,0,0,0,1,0,1,0,85,0,0,0,0,3,0,0,2,0,1,172,0,389,1,2,4,0,50,1,1,0,0,0,0,0,171,0,1198,0,1,0,2,0,0,0,2,164,0,0,0,0,929,0,1,0,6,0,0,0,0,0,0,1,718,9,0
A01_02_1FE__bin.20_00111,3,0,0,0,0,0,0,50,0,0,0,0,1,1,1,0,0,0,0,0,78,0,0,0,0,0,0,4,0,20,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,4,1,21,1,3,1,0,33,0,0,0,0,0,0,0,0,1,69,0,0,1,0,0,0,1,0,7,0,0,0,0,147,0,2,5,1,0,0,0,135,0,0,0,32,4,0
A01_02_1FE__bin.20_00112,1,0,0,1,12,1,0,83,3,0,0,1,0,1,123,2,1774,0,0,1,133,188,0,0,0,286,1,54,2,475,238,0,3,2,74,0,0,0,0,133,0,0,0,2,5,2,0,1,0,0,2,9,33,1,0,378,1,0,1,1,0,1,1,1,1,744,119,1,3,4,0,78,1,4,121,0,4,75,0,0,362,252,1991,0,210,1,0,1,0,2,180,0,0,0,0,704,5,147,58,5,29,0,0,293,0,0,0,209,1,105
A01_02_1FE__bin.20_00114,0,0,0,1,0,0,0,187,2,0,0,0,0,0,131,0,490,0,0,0,109,0,0,0,0,365,1,51,1,636,221,0,0,1,47,0,0,0,0,135,0,0,0,1,2,1,0,3,0,0,1,57,0,0,1,486,0,0,0,0,1,0,2,0,2,778,5,0,0,0,0,115,0,0,127,0,0,6,0,0,28,12,3040,0,272,0,0,0,0,0,209,0,0,1,0,864,1,1,70,1,4,0,0,304,0,0,0,284,0,2
A01_02_1FE__bin.20_00115,3,0,1,2,28,0,0,280,0,0,0,0,0,0,327,1,4415,0,1,1,308,468,1,0,0,779,0,139,0,1381,658,0,3,1,235,0,0,0,0,452,0,0,1,1,13,2,0,12,1,0,1,102,67,0,10,1011,0,0,1,0,0,0,1,1,1,2066,344,1,2,0,0,443,1,0,321,0,1,280,0,2,1478,891,6732,0,622,0,1,1,0,0,534,0,0,1,0,1933,0,360,237,2,6,0,0,756,1,0,0,625,0,339
A01_02_1FE__bin.20_00116,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,90,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,34,0,0,0,0,1,21,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,0,0,0,0,1,0,0,117,0,0
A01_02_1FE__bin.20_00118,3,0,0,1,2,0,0,0,0,0,0,2,0,0,70,0,2116,0,0,2,171,212,0,0,0,446,0,172,0,489,312,0,3,2,45,0,0,0,0,287,0,0,1,0,1,2,0,0,0,0,2,0,42,0,1,305,0,0,1,0,0,0,3,0,0,1086,123,0,0,0,0,103,0,0,161,0,0,13,2,1,649,275,2950,0,246,0,0,2,0,0,131,0,0,1,0,136,0,199,215,6,0,0,0,306,0,0,0,254,1,16
A01_02_1FE__bin.20_00119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,142,0,0,0,16,3,0,0,0,26,0,1,0,0,19,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,43,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,15,0,0,0,9,0,0
A01_02_1FE__bin.20_00120,2,0,0,0,2,0,0,0,1,0,0,0,0,0,53,3,919,0,0,5,93,94,0,0,0,176,1,33,0,0,122,0,1,0,31,0,0,0,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,170,0,0,0,0,0,0,3,0,0,318,6,0,0,0,0,19,0,0,16,0,0,0,0,0,0,170,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,79,42,0,7,0,0,198,0,0,0,56,0,0
A01_02_1FE__bin.20_00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,71,0,0,0,0,4,0,0,0,44,0,0,0,0,12,0,0,0,2,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,15,0,0,8,0,0,0,16,0,0,191,0,0,0,0,0,0,0,0,0,0,133,0,1,29,0,0,0,0,58,0,0,0,32,2,0
A01_02_1FE__bin.20_00122,0,0,0,0,0,1,0,20,0,0,0,1,0,1,0,0,855,0,0,0,26,83,0,0,0,32,0,0,0,399,37,0,0,1,25,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,12,0,0,0,74,0,0,1,0,0,0,0,0,0,86,17,0,0,0,0,27,0,0,0,0,0,0,0,38,186,30,633,0,327,0,0,0,0,0,78,0,0,0,0,80,0,96,70,5,0,0,0,0,1,0,0,35,0,0
